coupon_id,coupon_code,coupon_description,discount_type,discount_value,start_date,end_date,minimum_purchase,maximum_discount,usage_limit,usage_count,created_at,updated_at
77863,BAVU-E6AI,Accept these always this understand option mouth bag trade cover agency night bit by dark or process poor site magazine.,Fixed Amount,71.14,03/08/2023,03/11/2023,383.61,28.74,795,459,2022-12-17T22:40:46,2020-07-19T02:36:10
77864,RPZL-NM4N,Event feeling different arrive serious street pretty after article heavy six leg west popular rather society.,Percentage,43.78,11/09/2022,06/03/2023,18.42,57.83,678,115,2022-03-16T04:58:43,2020-06-11T10:28:34
77865,OEPB-PVJJ,When back lead side ball walk front project world politics.,Percentage,78.6,02/24/2023,12/21/2023,230.41,51.83,114,171,2023-02-08T20:40:53,2022-05-30T17:17:15
77866,ZGD1-7OK8,Experience test authority south dog fight mean green none green money lay.,Fixed Amount,25.81,05/19/2023,12/28/2023,419.14,76.54,399,231,2022-01-16T02:39:30,2023-01-12T06:15:57
77867,ND39-XJL7,West force leg rich maybe hospital eight key window my receive low morning agency see.,Fixed Amount,47.17,01/30/2023,11/30/2023,498.66,79.9,303,731,2021-06-03T15:52:59,2021-01-14T16:07:38
77868,3EG5-Y1LS,Responsibility personal whether later traditional make share push station.,Percentage,76.11,08/10/2022,09/14/2022,426.76,6.76,646,847,2020-01-19T23:24:44,2023-01-03T01:55:32
77869,VRH1-8XFZ,None stuff likely option skill chair away address decision kid decide raise truth ground.,Fixed Amount,5.53,11/07/2022,01/25/2023,100.67,19.29,597,919,2022-03-02T19:26:16,2021-06-07T12:37:40
77870,ZUIG-SI6M,Black consumer visit mother hotel apply natural inside than here care voice voice huge could baby argue room we morning.,Fixed Amount,25.26,11/14/2022,08/18/2023,220.67,45.49,88,66,2021-03-03T19:44:02,2021-01-20T06:45:01
77871,ZUXC-WADT,He economic film despite exist agent Republican good last anything.,Fixed Amount,1.53,06/10/2023,06/19/2023,48.28,18.91,557,783,2020-05-29T03:42:20,2020-06-06T17:30:02
77872,N0YV-46O1,Middle various agree agent nor certainly either herself blue series contain make friend coach agreement region coach discuss animal.,Percentage,32.71,08/11/2022,11/23/2022,397.55,24.98,519,337,2020-12-04T11:21:03,2021-08-16T21:15:56
77873,6IUG-FDEG,Teacher central poor news go water commercial society town.,Fixed Amount,67.64,01/21/2023,05/07/2023,100.44,7.08,769,373,2020-04-07T15:10:15,2022-04-30T04:45:29
77874,FE69-GH0B,Fact growth relationship morning race system suggest focus some culture success still they daughter.,Fixed Amount,72.33,01/23/2023,04/29/2023,131.32,39.77,904,368,2020-06-02T15:21:36,2021-02-27T07:37:59
77875,R2UJ-G9I8,Once citizen grow heart with only live far environmental street speech answer enough tough authority road moment of.,Percentage,32.98,09/29/2022,02/13/2023,184.53,40.95,523,499,2023-05-15T08:56:37,2021-04-23T15:25:08
77876,KI6U-EP53,Test feel fish try theory board exactly risk hear decision hold red life indicate according hard.,Percentage,8.75,11/21/2022,03/09/2023,367.09,71.3,684,280,2022-01-22T16:46:08,2021-10-11T01:13:49
77877,XRKM-NHJV,Cultural hit fight question responsibility everybody participant remain result cultural eye officer although dream forward professional.,Fixed Amount,3.67,10/15/2022,10/09/2023,102.09,39.54,272,401,2020-05-14T03:14:00,2021-11-22T02:30:46
77878,HL7D-38ZY,Poor herself morning modern also less learn area nor school all gas your rise.,Percentage,66.31,03/24/2023,05/27/2023,41.29,35.1,463,903,2020-07-08T16:39:58,2020-07-23T21:45:34
77879,CRYI-WV6Q,Night child paper nation audience teach participant agreement thus race.,Percentage,90.09,01/23/2023,04/18/2023,177.14,67.53,241,748,2020-01-14T05:15:23,2023-06-04T22:28:08
77880,LGUL-VH5Q,Table pressure question glass care similar past subject animal across deal set term better ability.,Percentage,92.51,11/30/2022,05/08/2023,196.81,99.64,746,21,2020-11-04T07:33:28,2022-03-13T12:58:48
77881,MBIC-J7D9,Camera full relate ten resource day else generation audience color job next like because moment local be present coach want figure.,Percentage,45.41,01/07/2023,05/23/2023,331.99,72.13,186,946,2020-09-12T01:37:18,2023-01-07T18:16:28
77882,D9WW-3WSO,Forget at condition time voice company president central camera understand drug price moment plan ago notice.,Fixed Amount,36.49,06/13/2023,10/15/2023,372.52,85.99,850,636,2021-08-11T05:57:44,2022-07-22T00:34:46
77883,U36S-V0B5,Hot admit budget model street common no available protect.,Fixed Amount,88.4,04/14/2023,05/31/2023,20.55,87.69,727,415,2022-12-12T11:24:36,2021-07-09T17:08:20
77884,N3P4-PX6S,Yard visit likely remain value outside add Republican speak itself hospital step visit according law audience time standard statement.,Percentage,18.94,09/23/2022,08/24/2023,54.2,9.31,839,230,2023-04-09T14:11:03,2021-05-21T18:54:12
77885,ZUZV-T5DS,Child technology wish health look hold can it offer draw knowledge around mention test speak sport quite treat history boy.,Fixed Amount,77.32,11/25/2022,01/03/2023,210.13,96.55,91,534,2020-01-02T07:04:06,2023-04-18T02:14:51
77886,B6CK-QIP8,Scene along fact before green learn see opportunity something do drug customer yourself important citizen.,Percentage,19.68,08/03/2023,08/28/2023,170.3,62.78,752,291,2021-08-14T01:42:44,2021-03-04T20:43:21
77887,K98M-1JD1,Choose order message to quality pass air let tend later kind life past member all trial.,Fixed Amount,35.92,03/20/2023,05/27/2023,225.38,43.91,755,710,2022-05-22T09:04:55,2023-01-10T10:24:13
77888,C928-HQVR,Way just her purpose big investment yard image focus they chair.,Percentage,39.49,10/14/2022,08/22/2023,275.03,58.65,600,425,2021-04-05T03:34:42,2020-06-12T02:36:55
77889,OZTF-FVZI,Ever character program short visit food meet bank early back party idea stuff provide subject year song support.,Percentage,29.58,10/19/2022,08/27/2023,451.8,41.94,811,378,2022-10-17T10:34:49,2022-12-04T05:25:15
77890,ZFWU-2L28,Determine let act law simple receive national but laugh parent card.,Fixed Amount,54.02,06/23/2023,10/25/2023,258.88,11.62,539,400,2020-10-24T14:25:55,2022-06-26T03:41:45
77891,UGS9-2B5M,Away magazine never mother child ever career race research morning night rather make policy.,Percentage,92.77,02/26/2023,09/08/2023,405.41,13.61,274,158,2022-09-04T19:10:40,2021-02-16T11:04:49
77892,4GSU-5F1F,Office notice thing second result involve she Congress study hour job sound consider detail magazine song computer catch sea still.,Fixed Amount,87.36,10/01/2022,10/07/2022,455.56,28.99,845,663,2021-11-27T22:13:28,2022-01-10T02:16:17
77893,RPUP-FFCQ,Test stock win east prevent station defense music myself.,Fixed Amount,43.41,10/10/2022,06/17/2023,312.21,86.03,292,256,2020-03-16T06:57:35,2020-07-22T20:34:04
77894,RIRM-HR5H,But ok lose within moment town piece speech team magazine director.,Percentage,29.31,11/22/2022,08/21/2023,239.94,93,866,273,2023-03-19T12:51:04,2023-05-26T15:46:30
77895,5QKJ-RCT5,Young and same economic five suddenly his industry commercial would item discuss account maybe.,Fixed Amount,49.09,07/25/2023,06/17/2024,180.32,52.61,749,595,2020-08-21T23:14:11,2022-01-04T18:37:35
77896,B7MN-GMHU,Body organization team million degree others white trade of model role indicate dog able than cut popular level under.,Fixed Amount,82.9,10/05/2022,11/15/2022,463.4,73.75,169,328,2020-06-04T15:04:09,2020-03-12T22:18:05
77897,UWK4-00EN,These become someone effort road southern authority become the writer apply shake collection usually cause necessary pattern partner.,Percentage,28.22,06/15/2023,06/21/2023,322.66,96.87,944,453,2021-08-06T08:37:35,2021-10-13T05:24:29
77898,P32R-Q2A8,Or quickly particular policy Congress today cause skin art feel student house window.,Fixed Amount,86.52,03/25/2023,01/11/2024,301.69,74.54,528,399,2020-09-20T10:26:07,2022-02-16T14:10:27
77899,BE5Q-JEU5,Scientist attention natural security hour section strong within responsibility speech understand account minute indicate.,Percentage,62.57,11/11/2022,02/17/2023,394.91,17.8,943,895,2020-02-15T06:55:19,2022-07-04T16:22:44
77900,1GVF-D5ME,Beat smile rock source morning structure present student difference street mission apply claim government table wonder treatment kid part.,Percentage,40.43,09/25/2022,05/16/2023,309.89,62.57,749,499,2021-08-17T13:43:12,2020-10-01T13:02:14
77901,DYM4-V2RC,Serious care others half surface family old expert blood true.,Fixed Amount,71.63,04/20/2023,02/25/2024,169.46,98.69,472,590,2021-09-28T07:51:27,2020-09-22T17:33:54
77902,VYZN-RGSB,Product ball voice beautiful last nothing than stop apply strong late owner low foreign white who notice.,Fixed Amount,76.69,09/30/2022,10/19/2022,123.12,40.8,323,974,2020-07-27T12:25:51,2021-02-03T05:03:46
77903,SLWM-PX2K,Fly kitchen change window quality western table why girl foreign plan artist available billion future prove possible under owner.,Percentage,18.63,03/18/2023,06/27/2023,321.8,50.4,599,840,2021-05-02T10:54:50,2023-04-23T00:01:31
77904,34RZ-SYQY,Magazine way skill task issue available inside lawyer this girl yes receive art.,Percentage,40.66,02/06/2023,12/04/2023,63.52,54.63,817,511,2022-04-01T11:05:31,2020-08-29T01:34:05
77905,UNCV-0KCK,Free go keep player check president not heavy which our stand dinner point bed deal college support water rule.,Percentage,72.12,01/09/2023,06/24/2023,399.75,96.26,469,354,2020-05-05T19:52:55,2023-06-11T10:47:30
77906,TH59-963R,Perform detail public box sell approach toward court individual peace model approach religious show line claim.,Percentage,78.91,11/14/2022,08/08/2023,133.09,76.38,679,529,2020-05-15T00:27:01,2023-05-27T12:22:27
77907,ZK9P-ASPQ,Lot ball military soon own pretty fish through itself visit career this short stock great never nothing.,Percentage,74.21,06/23/2023,06/17/2024,285.75,15.85,875,719,2023-01-02T20:07:20,2021-03-19T16:34:14
77908,VA13-D64H,Just fly what Congress cultural within quality lawyer year suggest reason believe cell loss beat.,Percentage,36.74,06/29/2023,03/25/2024,219.02,81.97,685,630,2022-03-06T00:29:15,2020-03-24T19:48:01
77909,OTB0-QLMG,Enjoy reach its something time decision animal body consumer single couple summer party north guy town animal picture such.,Percentage,64.7,11/13/2022,09/04/2023,238.63,79.01,75,304,2023-04-18T01:33:18,2021-06-29T12:44:22
77910,GG0I-SUNP,Quite director thank eye herself very begin they start tell speak hit difference history important reason key adult once particular.,Fixed Amount,53.29,06/18/2023,11/22/2023,54.32,80.54,19,361,2020-10-02T05:21:44,2020-10-29T18:08:25
77911,9UVD-5FFD,Prove speak spend quality production car majority discuss be mother growth fall organization to character boy try offer operation likely.,Fixed Amount,45.43,11/26/2022,05/10/2023,74.74,68.02,743,308,2021-09-24T08:21:48,2021-10-27T03:04:57
77912,55IP-LR3V,Real seven billion drop natural care less yes even investment along rather coach.,Percentage,37.7,12/18/2022,05/22/2023,386.3,57.93,824,614,2021-05-08T07:58:55,2022-08-19T13:22:29
77913,FX6Q-NR8U,Plant final discussion rate long data sure rule you data dark check early low leave individual.,Fixed Amount,18.72,05/14/2023,05/19/2023,192.85,81.93,855,998,2023-07-02T19:58:19,2020-07-09T07:57:48
77914,DBDL-PHEI,Plant cover popular talk up price degree detail weight fund sell computer hot participant reason nature across discussion always yeah.,Fixed Amount,14.66,01/28/2023,11/12/2023,332.4,84.32,640,154,2022-08-29T09:02:32,2020-05-11T01:46:17
77915,FTQ2-UEVK,Specific represent amount available cup citizen other suggest himself such forget population choose figure stock five risk operation.,Fixed Amount,27.97,12/13/2022,03/26/2023,150.29,28.01,939,233,2020-03-15T18:06:34,2020-11-01T22:03:45
77916,9LNG-QJDS,Return recent network best account fill music per interest human.,Fixed Amount,4.2,12/07/2022,07/31/2023,496.6,15.47,93,459,2020-11-10T23:15:22,2020-02-07T07:50:25
77917,2HWP-M0FC,Plant throw father fast life west think even street subject certain group itself they fight walk past suffer over crime.,Percentage,28,12/08/2022,04/15/2023,43.54,73.64,527,328,2021-12-01T16:45:47,2023-01-25T19:16:22
77918,02T5-78E1,Speech yes term society too job civil pay oil total expert itself player instead house oil significant decision.,Percentage,81.43,09/05/2022,02/18/2023,398.12,61.5,61,911,2022-01-23T05:57:42,2022-01-23T15:00:04
77919,0GR9-Q7FI,Dark he size just will place politics seek far activity feel bit each century station now.,Percentage,83.22,09/16/2022,12/28/2022,37.22,81.27,325,185,2020-05-21T12:07:51,2021-01-19T00:04:18
77920,U1IM-G206,Both leader age generation nearly buy likely as customer.,Fixed Amount,7.72,11/23/2022,02/09/2023,436.87,15.71,236,561,2020-11-23T10:35:08,2021-06-02T23:22:02
77921,BCPM-NZCT,Cell film beyond reduce book board space box red doctor.,Percentage,30.81,05/17/2023,09/11/2023,491.6,55.81,130,785,2022-02-25T20:01:16,2023-03-27T15:31:32
77922,N49N-IB3H,Boy situation skill religious trade hit computer meet catch pick explain deal standard especially allow.,Fixed Amount,83.9,11/01/2022,06/20/2023,263.8,8.67,784,686,2022-12-04T19:44:46,2020-06-29T04:23:28
77923,8N7R-32JI,Compare color interesting form really necessary model general nearly too catch per learn land can agency customer budget.,Fixed Amount,45.07,05/31/2023,03/26/2024,16.76,43.83,994,314,2020-05-08T01:21:36,2020-11-04T21:23:31
77924,408C-905K,Require pay somebody one land look civil information argue.,Fixed Amount,15.8,07/08/2023,10/07/2023,290.68,12.37,457,503,2022-11-14T19:47:14,2021-07-15T02:20:43
77925,YQEG-W8C3,Article south choice list talk production attack necessary upon agent build.,Percentage,59.76,08/15/2022,06/17/2023,14.09,67.02,61,540,2020-06-06T21:19:57,2020-09-19T19:26:44
77926,YO0D-DO6R,Clearly leave plan dream reflect each next baby court relationship left ready home region field rate against.,Fixed Amount,32.63,01/27/2023,08/24/2023,367.34,67.72,982,664,2021-01-13T12:07:48,2022-06-07T20:12:45
77927,XMBT-XSFI,Activity sport along father help national something need discussion direction people traditional surface party drive film.,Percentage,61.45,03/13/2023,04/27/2023,160.89,39.11,85,472,2021-04-15T15:56:38,2020-04-18T05:29:46
77928,VFZQ-2CBT,Issue we street up like open experience hospital later court pass explain southern low eight since teach floor before.,Percentage,53.74,06/19/2023,03/05/2024,302.19,28.92,315,105,2021-09-07T22:45:19,2023-06-02T15:52:09
77929,F9NL-6KRD,Stage money traditional cover heart personal always soldier outside imagine simple center develop explain find now answer.,Percentage,39.82,07/12/2023,07/07/2024,284.59,50.71,694,39,2020-09-06T02:20:07,2021-05-02T10:04:06
77930,EQQI-VU56,Common shoulder truth give part air identify above senior.,Percentage,19.32,03/02/2023,08/09/2023,265.14,79.53,107,479,2022-09-20T22:44:28,2021-12-04T01:44:00
77931,QSQC-MY1A,Involve power effort few none political look especially wait fill far put scene appear themselves sense soon.,Percentage,44.36,06/12/2023,05/17/2024,154.24,25.88,570,414,2022-08-24T11:48:05,2020-07-28T00:42:03
77932,XENE-UJQ6,Stage continue even relate personal case beat dream new last car believe minute building teacher wife seek price keep medical medical.,Percentage,73.56,05/19/2023,10/19/2023,153.1,42.79,487,409,2022-09-12T19:43:33,2021-04-13T21:27:35
77933,J5AD-SHL6,Picture cultural author race arm present south seven dog nation particular partner list create movie show.,Percentage,10.42,05/13/2023,01/20/2024,438.5,95.42,108,903,2020-11-23T20:56:12,2023-03-24T06:01:09
77934,FKMG-3WWD,Head actually your property often body answer though my.,Percentage,39.74,02/13/2023,07/11/2023,223.07,79.75,963,301,2022-12-21T06:33:08,2022-06-05T07:22:33
77935,O8YX-MAIJ,She push thus role perform return term work study hospital hit rock individual entire life human quickly check believe democratic.,Fixed Amount,40.12,12/19/2022,07/03/2023,214.35,82.58,769,747,2020-12-29T03:34:53,2022-06-26T02:17:51
77936,1T3Z-1L9V,Cover line career common board lose believe avoid bed executive interest lose meeting market learn.,Fixed Amount,67.55,06/23/2023,03/02/2024,182.78,12.75,204,387,2020-03-24T01:16:57,2020-11-24T06:42:26
77937,Y1G5-HBD2,Catch tax cut decide near gun lead past worry.,Percentage,83.53,02/23/2023,11/17/2023,215.31,17.29,478,753,2022-01-05T10:41:29,2021-08-22T17:35:44
77938,V11S-WK6T,Reality word teach whose home turn assume reduce environmental day staff outside.,Fixed Amount,2.03,09/10/2022,01/17/2023,453.53,53.29,169,545,2022-09-02T01:24:18,2023-02-08T08:36:48
77939,5OWD-KEED,Yes family front government generation physical almost Congress area.,Percentage,40.93,05/08/2023,03/01/2024,243.49,89.98,292,875,2022-05-02T17:15:31,2022-06-16T17:23:08
77940,1613-DFNO,Head cost woman every fact apply four law decision which.,Fixed Amount,49.68,12/25/2022,02/05/2023,46.01,13.16,734,355,2022-05-23T08:13:38,2021-03-12T16:28:15
77941,HL4D-G6E9,Media response new write report like save inside billion.,Fixed Amount,80.7,03/12/2023,07/09/2023,468.49,55.57,539,180,2021-09-10T04:58:24,2022-10-27T10:35:17
77942,6JY0-0ZZC,Summer agree without international near fly bring those bag picture magazine environmental night minute report party claim kind.,Percentage,70.01,06/11/2023,08/09/2023,120.77,48.42,779,996,2021-06-20T16:34:45,2021-07-08T19:16:39
77943,YERH-LOFD,Institution church watch budget drop thus memory respond black then the wide everybody specific exist provide final strong.,Fixed Amount,81.57,02/21/2023,12/19/2023,448.34,34.72,74,291,2021-07-27T12:47:32,2020-01-22T09:44:22
77944,0YR8-WFCG,Claim month image into under window significant save serious the material development several early discussion.,Percentage,6.18,11/03/2022,10/26/2023,339.51,97.29,961,660,2022-02-01T00:57:43,2022-05-30T17:57:53
77945,R08I-GG35,Right ever whatever customer rock decade medical bar develop whatever certainly.,Percentage,41.62,04/24/2023,04/22/2024,345.81,99.77,968,113,2021-01-27T23:41:41,2022-07-20T12:32:47
77946,G1ZU-E201,Billion around foreign author true career financial follow admit stage none pass miss measure watch out figure wife.,Fixed Amount,78.55,08/16/2022,09/13/2022,249.97,10.23,251,700,2023-06-17T15:21:17,2020-09-05T03:24:36
77947,GNOS-YNCD,Explain walk cold around democratic page member picture create election world feeling.,Fixed Amount,69.37,04/17/2023,01/28/2024,350.57,66.5,734,590,2021-11-16T10:42:15,2022-12-07T01:40:10
77948,KZR7-G8EU,On bed small cut short decision evidence pressure out probably if movement employee travel admit none.,Percentage,70.6,02/27/2023,11/16/2023,138.06,43.95,981,906,2022-04-21T01:23:37,2022-06-02T06:43:55
77949,2Y86-G5MY,Information better deal character south reach society interview for art green camera suggest seven situation would summer.,Percentage,47.82,11/14/2022,06/18/2023,194.51,6.47,389,505,2021-02-22T23:04:39,2020-04-26T01:46:50
77950,KOJ9-OQR7,Need financial budget decide TV expert song drop relate particular way keep truth during happen party building its.,Fixed Amount,88.41,04/28/2023,11/28/2023,415.65,30.28,71,243,2020-03-26T01:03:36,2022-08-07T09:39:01
77951,KORJ-VZRA,Head statement speech you adult Congress majority light success image be stage American.,Percentage,91.51,10/04/2022,02/15/2023,131.69,50.21,292,27,2020-11-30T04:22:19,2021-12-06T13:07:09
77952,A656-W483,Look network each show social room person that which appear individual address little consumer none word while unit TV number.,Percentage,81.14,11/02/2022,09/27/2023,52.11,50.37,183,848,2023-02-08T07:09:43,2021-10-02T18:41:08
77953,1N1J-76DX,Rich often meet most form begin cut church without study understand middle lead list carry civil three local door.,Fixed Amount,66.59,08/11/2022,07/14/2023,449.79,23.55,776,946,2022-08-14T10:48:22,2023-02-28T20:10:21
77954,FD59-LYK3,Tax second outside if stuff firm short information support enough particular process thought task himself two what civil smile.,Percentage,63.06,08/24/2022,02/06/2023,20.13,76.86,260,820,2020-07-25T07:29:53,2022-01-09T00:48:36
77955,YVDH-8XFM,Public draw without south develop reflect front Republican natural environmental throughout senior.,Percentage,53.87,04/30/2023,11/28/2023,110.91,36.52,906,466,2021-04-17T05:59:00,2021-05-06T09:46:21
77956,GXIE-BZON,Information herself first state our chance force pretty want also protect tend hospital.,Fixed Amount,17.83,06/07/2023,01/12/2024,175.52,78.87,906,850,2022-06-26T21:55:20,2021-06-14T15:36:23
77957,8ZEO-ISF7,Person certain especially movement hot data everybody wear serious final energy music million almost learn scientist project dinner whose fine.,Fixed Amount,68.73,03/21/2023,09/12/2023,219.77,37.99,398,913,2021-07-10T11:48:13,2020-06-15T03:23:55
77958,HIJA-SCZM,Be bit reach two fill party response entire paper computer word account whom.,Percentage,19.61,04/08/2023,09/17/2023,48.01,26.99,358,523,2020-12-19T13:38:32,2020-10-29T14:48:23
77959,7BV7-HMTO,Image race myself ability ahead change rich chair here break ball alone answer tree forget when though.,Fixed Amount,5.71,03/21/2023,05/02/2023,142.22,51.3,963,298,2020-09-09T05:40:36,2021-06-07T13:50:18
77960,VYV0-S8MJ,Should speech return leave charge risk good program financial Mr.,Fixed Amount,13.7,03/09/2023,12/26/2023,100.71,13.97,489,479,2023-02-01T20:45:14,2020-03-09T15:26:22
77961,3R04-69YY,North high treatment raise toward station keep partner red other sort maintain.,Fixed Amount,83.84,03/23/2023,07/29/2023,445.91,99.77,493,289,2020-11-16T21:30:23,2022-01-02T03:35:39
77962,L8E3-HEKP,Treat realize glass identify financial interest production example not bar because service town area maybe affect foreign commercial industry.,Fixed Amount,21.81,06/24/2023,04/25/2024,58.62,66.52,801,292,2022-02-05T17:04:32,2021-02-08T11:54:21
77963,0ZD3-YJBG,Drop send feeling buy author commercial moment everyone field take build how.,Fixed Amount,38.3,09/17/2022,08/24/2023,470.52,99.84,800,986,2023-04-21T20:43:02,2020-11-30T12:48:57
77964,VLZC-MVV7,Know four school appear staff sure those voice alone move budget eat forget choose outside.,Fixed Amount,12.52,04/13/2023,07/24/2023,305.85,57.16,582,117,2023-04-23T12:08:42,2022-06-15T12:09:11
77965,RQVH-WENF,Radio part young some produce example capital address PM my type television short.,Fixed Amount,43.12,06/01/2023,08/25/2023,451.69,54.36,766,377,2022-09-11T23:58:20,2021-02-23T05:45:19
77966,ZVOQ-OJOW,Total partner six strong story third enough weight experience run suddenly chair stock born maybe different.,Fixed Amount,26.54,11/19/2022,01/31/2023,445.49,79.52,882,648,2022-07-19T12:06:19,2022-09-25T22:34:34
77967,VPWM-KP99,Teacher little whole base any school area subject second image decide bed easy realize minute total lose treat side each raise.,Percentage,30.72,02/26/2023,02/26/2024,370.78,6.36,597,210,2021-02-11T14:52:16,2020-09-21T10:11:04
77968,JVVQ-BY51,Help paper traditional fill risk have fish even audience power yes lead direction turn.,Fixed Amount,41.65,09/30/2022,03/01/2023,499.17,70.85,482,319,2022-02-05T16:23:42,2022-09-11T04:09:03
77969,S8GQ-AD6F,Court amount government wide however line shoulder try plan.,Percentage,13.34,11/04/2022,12/11/2022,118,14.56,362,706,2020-04-30T21:52:33,2022-07-11T20:58:20
77970,FHV3-63QJ,Without ask me at include my human pull under event begin person determine community purpose how friend cover effect subject.,Percentage,89.95,12/12/2022,07/17/2023,31.07,92.42,989,784,2021-03-29T22:32:29,2021-03-19T10:40:29
77971,BZBA-QTCF,Time your first and three white hope success win draw.,Fixed Amount,23.51,12/05/2022,07/14/2023,207.48,76.59,528,168,2022-11-05T07:34:53,2021-02-23T05:56:26
77972,1IQ1-16XG,Day represent story white water year sense water catch government.,Percentage,87.06,06/02/2023,02/24/2024,23.72,24.36,779,31,2022-03-02T23:22:34,2023-03-14T13:57:51
77973,3S3W-5PTO,Structure data indicate piece personal crime big lot believe special certainly.,Percentage,1.98,05/20/2023,11/15/2023,86.29,27.75,279,954,2023-02-19T04:55:50,2020-11-20T19:51:04
77974,T9DV-8BFS,Ok wear one must try above finally worker leave impact cost here.,Percentage,28.13,05/21/2023,03/31/2024,122.97,87.42,698,680,2021-10-19T12:45:06,2023-02-23T17:02:48
77975,OKLJ-CK27,Play former become daughter responsibility staff rather partner blood.,Percentage,10.9,05/25/2023,11/26/2023,384.81,15.87,281,880,2022-09-21T17:32:56,2021-09-09T20:44:25
77976,L37L-BAB7,Impact together can property father police effort huge couple story clearly poor hair reality help short through.,Fixed Amount,21.78,07/13/2023,01/02/2024,145.76,27.43,162,407,2023-02-23T17:05:08,2020-05-21T00:19:00
77977,Y464-L97W,Particular bar thank among modern wife everybody own little wind success executive front those eye.,Fixed Amount,79.84,08/08/2022,09/22/2022,357.6,50.6,800,434,2023-01-16T17:39:01,2022-06-23T14:23:19
77978,H2J9-TNUN,Bank sure name size sell staff project wrong world ball large reflect defense economy increase human.,Fixed Amount,25.51,11/05/2022,11/03/2023,209.13,8.18,761,566,2021-08-20T22:05:21,2023-04-30T17:47:11
77979,J379-6VPU,Stock bit majority any writer unit along capital though loss table very successful.,Percentage,4.96,07/22/2023,07/28/2023,199.57,66.26,292,574,2021-06-19T15:55:16,2020-05-31T13:00:03
77980,LNXZ-V38P,Congress structure apply direction vote size show off event difficult government two make option group many.,Percentage,60.91,08/27/2022,07/09/2023,228.77,74.18,860,347,2023-03-27T18:01:55,2020-10-06T08:41:39
77981,ON33-FXC3,Increase memory citizen travel item party ahead field hard security could federal scene player include.,Fixed Amount,85.37,05/12/2023,11/26/2023,59.22,86.2,460,632,2023-04-26T11:30:23,2022-08-28T02:59:17
77982,5OMP-VJ31,Central executive significant bad sister name personal kid despite central or professor realize care crime plan market push environmental.,Fixed Amount,82.55,11/04/2022,02/21/2023,163.02,76.07,447,774,2022-06-20T16:04:18,2023-05-06T12:59:28
77983,G2JR-8PD0,World kitchen coach last store event senior short form.,Percentage,3.94,04/19/2023,04/04/2024,81.11,97.43,604,395,2020-11-21T22:13:22,2022-06-15T21:01:16
77984,D2SJ-2HEA,Main piece upon machine she position should moment evening idea stuff suffer glass whether tonight for late east sort.,Fixed Amount,64.96,08/17/2022,02/06/2023,221.26,11.53,448,598,2023-01-08T13:26:17,2021-09-14T19:10:50
77985,ZFS6-ZMUZ,Bill firm movie official seek represent adult real apply travel seat have music skill difference.,Percentage,37.05,05/19/2023,09/06/2023,163.24,23.2,38,555,2022-03-22T04:53:32,2023-06-30T18:57:41
77986,3OGN-E1O1,Message born find often parent after happy sell play health staff occur financial outside hard discuss various.,Percentage,60.93,11/26/2022,04/09/2023,412.62,34.11,45,764,2023-02-08T23:13:54,2021-12-08T00:37:27
77987,ZOJC-YYEE,National wife dream this his check step old network make middle crime not eye though too development as trial.,Fixed Amount,44.71,10/13/2022,03/05/2023,260.39,24.8,993,831,2020-07-01T09:49:39,2020-09-23T21:19:36
77988,2VMC-60RS,Method study food building everybody leave money kitchen compare garden method your enough would easy instead benefit collection.,Percentage,68.41,04/26/2023,04/05/2024,385.31,85.84,841,51,2020-10-04T04:22:41,2021-03-18T11:38:13
77989,KQU1-IXE0,Discussion building social rock politics per staff technology practice investment.,Percentage,85.1,05/19/2023,04/11/2024,186,70.24,648,427,2023-01-27T02:01:42,2021-04-14T16:45:25
77990,PB53-DWNP,Series end second daughter toward rate space item tend over page player war adult.,Fixed Amount,89.86,05/13/2023,11/14/2023,123.24,26.93,910,290,2021-02-16T09:13:59,2021-03-08T01:24:04
77991,B4RQ-UYI8,Discussion form raise push you majority management evidence new time.,Fixed Amount,16.12,07/07/2023,03/17/2024,232.75,74.05,369,138,2020-01-22T05:01:45,2022-11-19T17:34:49
77992,L6NF-QXBT,Late throughout all deep bag after over bill eye use use unit soon question me company woman late more nor.,Percentage,58.39,07/03/2023,12/20/2023,151.01,24.17,505,989,2020-10-07T10:40:13,2021-07-05T21:59:20
77993,37E8-88R8,Business eat create speak degree door tell beyond admit poor white center big tree many protect.,Fixed Amount,7.65,08/03/2023,07/09/2024,246.54,61.79,244,726,2022-07-15T11:11:03,2022-04-27T20:58:04
77994,FFKG-IWW7,Page wear approach indeed physical laugh choice let voice start power note without.,Fixed Amount,54.08,02/10/2023,02/02/2024,290.68,21.94,308,988,2023-04-24T03:03:31,2022-09-15T18:47:51
77995,IBQQ-QZWG,Eat despite film some staff owner food yet gas standard call ago will true high American fly democratic.,Percentage,73.28,08/11/2022,09/04/2022,147.44,59.28,792,815,2021-06-17T23:06:36,2021-03-26T19:53:35
77996,KD7L-30I5,Rise detail executive course ok skill remain brother arm bring down each sing.,Fixed Amount,35.74,07/08/2023,11/18/2023,116.73,84.61,895,823,2021-01-02T03:19:01,2020-12-20T21:22:09
77997,UVM6-A0EK,Again meeting reduce where within cover among defense wish everyone summer discover would myself.,Percentage,10.87,11/28/2022,09/21/2023,373.33,11.35,436,639,2022-10-08T03:15:21,2021-09-15T18:38:22
